date,as_of_date,scenario_id,alias,capital_brl,market_state,driver_regime,driver_confidence_score,driver_gross_exposure,recommended_mode,order_count,fill_count,selected_assets,target_weights_json,notes
2024-01-23,2024-01-23,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-01-24,2024-01-24,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-01-25,2024-01-25,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-01-26,2024-01-26,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-01-29,2024-01-29,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-01-30,2024-01-30,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-01-31,2024-01-31,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-01,2024-02-01,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-02,2024-02-02,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-05,2024-02-05,apollo_10000,Apollo,10000.0,risk_on,stable,0.95,1.0,ataque,2,2,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-06,2024-02-06,apollo_10000,Apollo,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-07,2024-02-07,apollo_10000,Apollo,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-08,2024-02-08,apollo_10000,Apollo,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-09,2024-02-09,apollo_10000,Apollo,10000.0,risk_on,stable,0.95,1.0,ataque,1,1,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-12,2024-02-12,apollo_10000,Apollo,10000.0,risk_on,stable,0.95,1.0,ataque,2,2,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-13,2024-02-13,apollo_10000,Apollo,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-14,2024-02-14,apollo_10000,Apollo,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-15,2024-02-15,apollo_10000,Apollo,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-16,2024-02-16,apollo_10000,Apollo,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-19,2024-02-19,apollo_10000,Apollo,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.2, ""CASH-BRL"": 0.55, ""ETH-USD"": 0.08, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-20,2024-02-20,apollo_10000,Apollo,10000.0,defense,stress,0.95,1.0,proteção,4,4,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-02-21,2024-02-21,apollo_10000,Apollo,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-02-22,2024-02-22,apollo_10000,Apollo,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-02-23,2024-02-23,apollo_10000,Apollo,10000.0,balanced,transition,0.95,0.97,ataque,4,4,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-26,2024-02-26,apollo_10000,Apollo,10000.0,balanced,transition,0.95,0.97,ataque,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-27,2024-02-27,apollo_10000,Apollo,10000.0,balanced,transition,0.95,0.97,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-28,2024-02-28,apollo_10000,Apollo,10000.0,balanced,transition,0.95,0.97,ataque,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-02-29,2024-02-29,apollo_10000,Apollo,10000.0,balanced,transition,0.95,0.97,ataque,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-03-01,2024-03-01,apollo_10000,Apollo,10000.0,balanced,transition,0.95,0.97,ataque,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-03-04,2024-03-04,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-03-05,2024-03-05,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-03-06,2024-03-06,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-03-07,2024-03-07,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-03-08,2024-03-08,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,1,1,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-03-11,2024-03-11,apollo_10000,Apollo,10000.0,defense,stress,0.95,1.0,proteção,4,4,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-03-12,2024-03-12,apollo_10000,Apollo,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-03-13,2024-03-13,apollo_10000,Apollo,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-03-14,2024-03-14,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,4,4,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-03-15,2024-03-15,apollo_10000,Apollo,10000.0,balanced,transition,0.8890625,0.778125,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-03-18,2024-03-18,apollo_10000,Apollo,10000.0,balanced,transition,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-03-19,2024-03-19,apollo_10000,Apollo,10000.0,defense,stress,0.95,1.0,proteção,4,4,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-03-20,2024-03-20,apollo_10000,Apollo,10000.0,defense,stress,0.95,0.9375,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-03-21,2024-03-21,apollo_10000,Apollo,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-03-22,2024-03-22,apollo_10000,Apollo,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-03-25,2024-03-25,apollo_10000,Apollo,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-03-26,2024-03-26,apollo_10000,Apollo,10000.0,balanced,transition,0.8890625,0.778125,ataque,4,4,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-03-27,2024-03-27,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-03-28,2024-03-28,apollo_10000,Apollo,10000.0,balanced,transition,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-04-01,2024-04-01,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-04-02,2024-04-02,apollo_10000,Apollo,10000.0,balanced,transition,0.95,1.0,ataque,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-04-03,2024-04-03,apollo_10000,Apollo,10000.0,defense,stress,0.8778125,0.755625,proteção,4,4,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-04-04,2024-04-04,apollo_10000,Apollo,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-04-05,2024-04-05,apollo_10000,Apollo,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-04-08,2024-04-08,apollo_10000,Apollo,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-04-09,2024-04-09,apollo_10000,Apollo,10000.0,balanced,transition,0.8778125,0.755625,ataque,4,4,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-04-10,2024-04-10,apollo_10000,Apollo,10000.0,balanced,transition,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-04-11,2024-04-11,apollo_10000,Apollo,10000.0,balanced,transition,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
2024-04-12,2024-04-12,apollo_10000,Apollo,10000.0,balanced,transition,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.63, ""ETH-USD"": 0.06, ""ITUB4.SA"": 0.07, ""PETR4.SA"": 0.1}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,QQQ,VALE3.SA,SHY"
