date,as_of_date,scenario_id,alias,capital_brl,market_state,driver_regime,driver_confidence_score,driver_gross_exposure,recommended_mode,order_count,fill_count,selected_assets,target_weights_json,notes
2024-01-16,2024-01-16,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,4,4,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-01-17,2024-01-17,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-01-18,2024-01-18,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-01-19,2024-01-19,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-01-22,2024-01-22,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-01-23,2024-01-23,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-01-24,2024-01-24,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-01-25,2024-01-25,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-01-26,2024-01-26,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-01-29,2024-01-29,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-01-30,2024-01-30,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-01-31,2024-01-31,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-01,2024-02-01,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-02,2024-02-02,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-05,2024-02-05,hephaestus_1000,Hephaestus,1000.0,risk_on,stable,0.95,1.0,ataque,3,3,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.3642857142857143, ""CASH-BRL"": 0.15, ""ETH-USD"": 0.18214285714285716, ""ITUB4.SA"": 0.12142857142857144, ""PETR4.SA"": 0.18214285714285716}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-06,2024-02-06,hephaestus_1000,Hephaestus,1000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.3642857142857143, ""CASH-BRL"": 0.15, ""ETH-USD"": 0.18214285714285716, ""ITUB4.SA"": 0.12142857142857144, ""PETR4.SA"": 0.18214285714285716}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-07,2024-02-07,hephaestus_1000,Hephaestus,1000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,PETR4.SA,ITUB4.SA","{""BTC-USD"": 0.3642857142857143, ""CASH-BRL"": 0.15, ""ETH-USD"": 0.18214285714285716, ""ITUB4.SA"": 0.12142857142857144, ""PETR4.SA"": 0.18214285714285716}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-08,2024-02-08,hephaestus_1000,Hephaestus,1000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA","{""BTC-USD"": 0.3642857142857143, ""CASH-BRL"": 0.15, ""ETH-USD"": 0.18214285714285716, ""ITUB4.SA"": 0.12142857142857144, ""PETR4.SA"": 0.18214285714285716}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-09,2024-02-09,hephaestus_1000,Hephaestus,1000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,PETR4.SA,ITUB4.SA","{""BTC-USD"": 0.3642857142857143, ""CASH-BRL"": 0.15, ""ETH-USD"": 0.18214285714285716, ""ITUB4.SA"": 0.12142857142857144, ""PETR4.SA"": 0.18214285714285716}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-12,2024-02-12,hephaestus_1000,Hephaestus,1000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,PETR4.SA,ITUB4.SA","{""BTC-USD"": 0.3642857142857143, ""CASH-BRL"": 0.15, ""ETH-USD"": 0.18214285714285716, ""ITUB4.SA"": 0.12142857142857144, ""PETR4.SA"": 0.18214285714285716}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-13,2024-02-13,hephaestus_1000,Hephaestus,1000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,PETR4.SA,ITUB4.SA","{""BTC-USD"": 0.3642857142857143, ""CASH-BRL"": 0.15, ""ETH-USD"": 0.18214285714285716, ""ITUB4.SA"": 0.12142857142857144, ""PETR4.SA"": 0.18214285714285716}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-14,2024-02-14,hephaestus_1000,Hephaestus,1000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,PETR4.SA,ITUB4.SA","{""BTC-USD"": 0.3642857142857143, ""CASH-BRL"": 0.15, ""ETH-USD"": 0.18214285714285716, ""ITUB4.SA"": 0.12142857142857144, ""PETR4.SA"": 0.18214285714285716}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-15,2024-02-15,hephaestus_1000,Hephaestus,1000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,PETR4.SA,ITUB4.SA","{""BTC-USD"": 0.3642857142857143, ""CASH-BRL"": 0.15, ""ETH-USD"": 0.18214285714285716, ""ITUB4.SA"": 0.12142857142857144, ""PETR4.SA"": 0.18214285714285716}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-16,2024-02-16,hephaestus_1000,Hephaestus,1000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,PETR4.SA,ITUB4.SA","{""BTC-USD"": 0.3642857142857143, ""CASH-BRL"": 0.15, ""ETH-USD"": 0.18214285714285716, ""ITUB4.SA"": 0.12142857142857144, ""PETR4.SA"": 0.18214285714285716}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-19,2024-02-19,hephaestus_1000,Hephaestus,1000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,PETR4.SA,ITUB4.SA","{""BTC-USD"": 0.3642857142857143, ""CASH-BRL"": 0.15, ""ETH-USD"": 0.18214285714285716, ""ITUB4.SA"": 0.12142857142857144, ""PETR4.SA"": 0.18214285714285716}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-20,2024-02-20,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.95,1.0,proteção,4,4,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-02-21,2024-02-21,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-02-22,2024-02-22,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-02-23,2024-02-23,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,0.97,ataque,4,4,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-26,2024-02-26,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,0.97,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-27,2024-02-27,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,0.97,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-28,2024-02-28,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,0.97,ataque,1,1,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-02-29,2024-02-29,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,0.97,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-03-01,2024-03-01,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,0.97,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-03-04,2024-03-04,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-03-05,2024-03-05,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-03-06,2024-03-06,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-03-07,2024-03-07,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-03-08,2024-03-08,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-03-11,2024-03-11,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.95,1.0,proteção,4,4,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-03-12,2024-03-12,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-03-13,2024-03-13,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-03-14,2024-03-14,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,4,4,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-03-15,2024-03-15,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.8890625,0.778125,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-03-18,2024-03-18,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-03-19,2024-03-19,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.95,1.0,proteção,4,4,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-03-20,2024-03-20,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.95,0.9375,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-03-21,2024-03-21,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-03-22,2024-03-22,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-03-25,2024-03-25,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-03-26,2024-03-26,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.8890625,0.778125,ataque,4,4,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-03-27,2024-03-27,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-03-28,2024-03-28,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.8778125,0.755625,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-04-01,2024-04-01,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-04-02,2024-04-02,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-04-03,2024-04-03,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.8778125,0.755625,proteção,4,4,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-04-04,2024-04-04,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-04-05,2024-04-05,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-04-08,2024-04-08,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-04-09,2024-04-09,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.8778125,0.755625,ataque,4,4,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-04-10,2024-04-10,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.8778125,0.755625,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-04-11,2024-04-11,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-04-12,2024-04-12,hephaestus_1000,Hephaestus,1000.0,balanced,transition,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.23333333333333334, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.11666666666666667, ""ITUB4.SA"": 0.175, ""PETR4.SA"": 0.175}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2024-04-15,2024-04-15,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.8778125,0.755625,proteção,4,4,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-04-16,2024-04-16,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2024-04-17,2024-04-17,hephaestus_1000,Hephaestus,1000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
